1,A1,1
2,A3,1
3,A4,1
4,A5,1
5,A6,1
6,A7,1
7,A8,1
8,TT,1
9,Q3,1
10,Q7,1
11,Q8,1
12,RS6,1
13,RS7,1
14,TTRS,1
